filename,class_idx
test/00001.jpg,1
test/00002.jpg,3
test/00003.jpg,0
test/00004.jpg,1
test/00005.jpg,1
test/00006.jpg,6
test/00007.jpg,0
test/00008.jpg,1
test/00009.jpg,0
test/00010.jpg,5
test/00011.jpg,1
test/00012.jpg,6
test/00013.jpg,6
test/00014.jpg,1
test/00015.jpg,5
test/00016.jpg,1
test/00017.jpg,0
test/00018.jpg,0
test/00019.jpg,2
test/00020.jpg,0
test/00021.jpg,2
test/00022.jpg,1
test/00023.jpg,3
test/00024.jpg,3
test/00025.jpg,1
test/00026.jpg,4
test/00027.jpg,4
test/00028.jpg,0
test/00029.jpg,7
test/00030.jpg,1
test/00031.jpg,1
test/00032.jpg,0
test/00033.jpg,1
test/00034.jpg,1
test/00035.jpg,0
test/00036.jpg,4
test/00037.jpg,3
test/00038.jpg,7
test/00039.jpg,5
test/00040.jpg,6
test/00041.jpg,2
test/00042.jpg,7
test/00043.jpg,1
test/00044.jpg,7
test/00045.jpg,4
test/00046.jpg,1
test/00047.jpg,7
test/00048.jpg,6
test/00049.jpg,2
test/00050.jpg,4
test/00051.jpg,1
test/00052.jpg,1
test/00053.jpg,4
test/00054.jpg,1
test/00055.jpg,1
test/00056.jpg,0
test/00057.jpg,7
test/00058.jpg,4
test/00059.jpg,2
test/00060.jpg,3
test/00061.jpg,1
test/00062.jpg,0
test/00063.jpg,2
test/00064.jpg,0
test/00065.jpg,6
test/00066.jpg,4
test/00067.jpg,1
test/00068.jpg,5
test/00069.jpg,2
test/00070.jpg,5
test/00071.jpg,0
test/00072.jpg,1
test/00073.jpg,1
test/00074.jpg,4
test/00075.jpg,4
test/00076.jpg,0
test/00077.jpg,0
test/00078.jpg,5
test/00079.jpg,1
test/00080.jpg,6
test/00081.jpg,6
test/00082.jpg,1
test/00083.jpg,1
test/00084.jpg,0
test/00085.jpg,4
test/00086.jpg,0
test/00087.jpg,3
test/00088.jpg,5
test/00089.jpg,4
test/00090.jpg,2
test/00091.jpg,1
test/00092.jpg,0
test/00093.jpg,5
test/00094.jpg,1
test/00095.jpg,1
test/00096.jpg,3
test/00097.jpg,1
test/00098.jpg,7
test/00099.jpg,2
test/00100.jpg,5
test/00101.jpg,0
test/00102.jpg,3
test/00103.jpg,2
test/00104.jpg,7
test/00105.jpg,1
test/00106.jpg,0
test/00107.jpg,3
test/00108.jpg,4
test/00109.jpg,5
test/00110.jpg,1
test/00111.jpg,4
test/00112.jpg,3
test/00113.jpg,4
test/00114.jpg,0
test/00115.jpg,1
test/00116.jpg,0
test/00117.jpg,2
test/00118.jpg,1
test/00119.jpg,2
test/00120.jpg,3
test/00121.jpg,7
test/00122.jpg,0
test/00123.jpg,2
test/00124.jpg,6
test/00125.jpg,2
test/00126.jpg,1
test/00127.jpg,0
test/00128.jpg,2
test/00129.jpg,6
test/00130.jpg,2
test/00131.jpg,7
test/00132.jpg,7
test/00133.jpg,1
test/00134.jpg,3
test/00135.jpg,3
test/00136.jpg,0
test/00137.jpg,1
test/00138.jpg,7
test/00139.jpg,0
test/00140.jpg,6
test/00141.jpg,1
test/00142.jpg,0
test/00143.jpg,3
test/00144.jpg,7
test/00145.jpg,7
test/00146.jpg,0
test/00147.jpg,3
test/00148.jpg,2
test/00149.jpg,2
test/00150.jpg,6
test/00151.jpg,3
test/00152.jpg,1
test/00153.jpg,0
test/00154.jpg,0
test/00155.jpg,2
test/00156.jpg,2
test/00157.jpg,5
test/00158.jpg,3
test/00159.jpg,1
test/00160.jpg,1
test/00161.jpg,2
test/00162.jpg,3
test/00163.jpg,3
test/00164.jpg,4
test/00165.jpg,2
test/00166.jpg,3
